NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,RESIDENT TUITION,RESIDENT TUITION (2014$),NONRESIDENT TUITION,NONRESIDENT TUITION (2014$),PERCENT PAYING FULL TUITION
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2003-2004,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2004-2005,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2005-2006,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2006-2007,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2007-2008,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2008-2009,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2009-2010,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2010-2011,N/A,N/A,N/A,N/A,N/A
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2011-2012,"$43,280","$45,550","$53,125","$55,911",4.3%
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2012-2013,"$44,717","$46,108","$51,211","$52,804",10.4%
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2013-2014,"$44,717","$45,442","$51,211","$52,042",10.6%
"UNIVERSITY OF CALIFORNIA, IRVINE SCHOOL OF LAW",2009,2011,PUBLIC,2014-2015,"$44,717","$44,717","$51,211","$51,211",N/A
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,1996-1997,"$10,861","$16,393","$19,255","$29,062",N/A
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,1997-1998,"$10,916","$16,099","$19,900","$29,349",N/A
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,1998-1999,"$10,972","$15,935","$20,356","$29,563",N/A
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,1999-2000,"$11,011","$15,649","$20,815","$29,582",N/A
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2000-2001,"$11,110","$15,274","$21,354","$29,357",N/A
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2001-2002,"$11,156","$14,915","$21,860","$29,227",52.2%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2002-2003,"$12,248","$16,120","$23,380","$30,771",53.3%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2003-2004,"$17,012","$21,893","$29,257","$37,651",47.9%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2004-2005,"$22,123","$27,728","$33,168","$41,571",36.9%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2005-2006,"$24,581","$29,797","$35,545","$43,088",39.1%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2006-2007,"$25,457","$29,895","$36,381","$42,723",38.5%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2007-2008,"$26,855","$30,662","$37,648","$42,985",38.3%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2008-2009,"$31,103","$34,199","$41,624","$45,768",39.2%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2009-2010,"$35,327","$38,982","$45,967","$50,723",32.5%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2010-2011,"$40,616","$44,095","$50,639","$54,977",26.0%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2011-2012,"$44,922","$47,278","$54,767","$57,639",22.2%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2012-2013,"$45,221","$46,628","$51,715","$53,324",21.8%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2013-2014,"$45,226","$45,960","$51,720","$52,559",20.1%
"UNIVERSITY OF CALIFORNIA, LOS ANGELES SCHOOL OF LAW",1949,1950,PUBLIC,2014-2015,"$45,226","$45,226","$51,720","$51,720",N/A
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,1996-1997,"$4,502","$6,795","$15,260","$23,032",N/A
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,1997-1998,"$4,954","$7,306","$16,172","$23,851",N/A
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,1998-1999,"$5,411","$7,858","$17,086","$24,814",N/A
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,1999-2000,"$5,917","$8,409","$17,863","$25,387",N/A
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2000-2001,"$6,069","$8,344","$18,549","$25,501",N/A
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2001-2002,"$6,352","$8,493","$19,510","$26,085",39.6%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2002-2003,"$6,719","$8,843","$21,217","$27,924",46.3%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2003-2004,"$7,645","$9,838","$22,781","$29,317",47.4%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2004-2005,"$10,737","$13,457","$26,329","$32,999",43.4%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2005-2006,"$13,546","$16,421","$28,450","$34,488",24.2%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2006-2007,"$16,738","$19,656","$30,814","$36,186",62.4%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2007-2008,"$18,594","$21,230","$31,278","$35,712",31.7%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2008-2009,"$22,048","$24,243","$32,560","$35,801",49.8%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2009-2010,"$25,399","$28,027","$33,463","$36,926",50.6%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2010-2011,"$28,915","$31,392","$35,773","$38,838",46.5%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2011-2012,"$31,044","$32,672","$37,452","$39,416",39.4%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2012-2013,"$31,495","$32,475","$38,281","$39,472",39.5%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2013-2014,"$31,738","$32,253","$38,524","$39,149",20.8%
UNIVERSITY OF COLORADO LAW SCHOOL,1892,1923,PUBLIC,2014-2015,"$31,886","$31,886","$38,672","$38,672",N/A
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,1996-1997,"$10,320","$15,576","$21,766","$32,852",N/A
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,1997-1998,"$10,630","$15,677","$22,420","$33,066",N/A
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,1998-1999,"$10,630","$15,438","$22,420","$32,560",N/A
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,1999-2000,"$11,030","$15,676","$22,820","$32,432",N/A
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2000-2001,"$11,394","$15,664","$23,538","$32,359",N/A
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2001-2002,"$11,954","$15,982","$24,572","$32,852",36.2%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2002-2003,"$12,690","$16,701","$26,106","$34,358",33.0%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2003-2004,"$14,074","$18,112","$28,996","$37,315",26.6%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2004-2005,"$15,388","$19,287","$31,780","$39,831",25.0%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2005-2006,"$16,300","$19,759","$33,676","$40,823",22.1%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2006-2007,"$17,284","$20,297","$35,692","$41,914",24.1%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2007-2008,"$18,230","$20,814","$37,670","$43,010",35.1%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2008-2009,"$19,222","$21,136","$39,718","$43,672",30.1%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2009-2010,"$20,374","$22,482","$42,094","$46,450",28.7%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2010-2011,"$21,508","$23,351","$44,398","$48,201",32.5%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2011-2012,"$22,052","$23,209","$45,548","$47,937",30.8%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2012-2013,"$22,052","$22,738","$45,548","$46,965",23.5%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2013-2014,"$24,674","$25,074","$50,990","$51,817",18.9%
UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,1921,1933,PUBLIC,2014-2015,"$26,224","$26,224","$54,248","$54,248",N/A
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,1996-1997,"$7,000","$10,565","$14,000","$21,130",N/A
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,1997-1998,"$7,000","$10,324","$14,000","$20,648",N/A
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,1998-1999,"$7,000","$10,166","$14,000","$20,332",N/A
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,1999-2000,"$7,135","$10,140","$14,135","$20,089",N/A
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2000-2001,"$7,135","$9,809","$14,135","$19,432",N/A
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2001-2002,"$7,135","$9,539","$14,135","$18,898",18.8%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2002-2003,"$7,135","$9,390","$14,135","$18,603",25.9%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2003-2004,"$7,135","$9,182","$14,135","$18,190",22.4%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2004-2005,"$7,135","$8,943","$14,135","$17,716",17.7%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2005-2006,"$7,135","$8,649","$14,135","$17,135",21.1%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2006-2007,"$7,880","$9,254","$15,230","$17,885",29.8%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2007-2008,"$7,880","$8,997","$15,230","$17,389",36.3%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2008-2009,"$7,980","$8,774","$15,330","$16,856",40.2%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2009-2010,"$7,980","$8,806","$15,330","$16,916",46.6%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2010-2011,"$9,480","$10,292","$18,330","$19,900",48.8%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2011-2012,"$9,480","$9,977","$18,330","$19,291",38.9%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2012-2013,"$11,265","$11,615","$21,885","$22,566",48.1%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2013-2014,"$11,265","$11,448","$21,885","$22,240",50.8%
"UNIVERSITY OF THE DISTRICT OF COLUMBIA, DAVID A. CLARKE SCHOOL OF LAW",1972,1991,PUBLIC,2014-2015,"$11,383","$11,383","$22,136","$22,136",N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,1996-1997,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,1997-1998,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,1998-1999,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,1999-2000,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2000-2001,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2001-2002,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2002-2003,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2003-2004,N/A,N/A,N/A,N/A,N/A
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2004-2005,"$7,274","$9,117","$26,696","$33,459",88.7%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2005-2006,"$7,272","$8,815","$26,694","$32,359",92.2%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2006-2007,"$7,567","$8,886","$26,828","$31,505",75.6%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2007-2008,"$7,795","$8,900","$27,056","$30,892",86.0%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2008-2009,"$7,827","$8,606","$26,862","$29,536",91.0%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2009-2010,"$9,036","$9,971","$28,302","$31,231",88.1%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2010-2011,"$10,312","$11,195","$29,573","$32,106",93.2%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2011-2012,"$12,424","$13,076","$32,327","$34,022",88.4%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2012-2013,"$13,675","$14,100","$32,936","$33,961",84.8%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2013-2014,"$14,131","$14,360","$34,034","$34,586",80.3%
FLORIDA A&amp;M UNIVERSITY COLLEGE OF LAW,2000,2004,PUBLIC,2014-2015,"$14,131","$14,131","$34,034","$34,034",N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,1996-1997,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,1997-1998,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,1998-1999,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,1999-2000,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2000-2001,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2001-2002,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2002-2003,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2003-2004,N/A,N/A,N/A,N/A,N/A
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2004-2005,"$7,129","$8,935","$25,751","$32,275",40.2%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2005-2006,"$8,543","$10,356","$22,787","$27,623",42.6%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2006-2007,"$8,801","$10,335","$23,061","$27,081",61.6%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2007-2008,"$9,798","$11,187","$24,041","$27,449",74.9%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2008-2009,"$10,805","$11,881","$24,589","$27,037",68.2%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2009-2010,"$12,800","$14,124","$26,584","$29,335",51.0%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2010-2011,"$15,520","$16,850","$30,224","$32,813",47.6%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2011-2012,"$16,585","$17,455","$30,370","$31,963",27.4%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2012-2013,"$18,841","$19,427","$33,086","$34,115",28.6%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2013-2014,"$20,597","$20,931","$34,841","$35,406",35.3%
"FLORIDA INTERNATIONAL UNIVERSITY COLLEGE OF LAW, RAFAEL DIAZ BALART HALL",2000,2004,PUBLIC,2014-2015,"$21,345","$21,345","$35,590","$35,590",N/A
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,1996-1997,"$3,820","$5,766","$11,998","$18,109",N/A
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,1997-1998,"$4,240","$6,253","$13,465","$19,859",N/A
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,1998-1999,"$4,495","$6,528","$14,874","$21,601",N/A
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,1999-2000,"$4,727","$6,718","$15,623","$22,203",N/A
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2000-2001,"$4,952","$6,808","$16,393","$22,537",N/A
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2001-2002,"$5,286","$7,067","$17,585","$23,511",84.9%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2002-2003,"$5,783","$7,611","$20,664","$27,196",65.3%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2003-2004,"$6,374","$8,203","$23,570","$30,332",69.5%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2004-2005,"$7,504","$9,405","$27,517","$34,488",66.2%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2005-2006,"$9,001","$10,911","$27,580","$33,433",66.3%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2006-2007,"$9,837","$11,552","$29,849","$35,053",66.9%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2007-2008,"$10,770","$12,297","$30,782","$35,146",62.2%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2008-2009,"$12,352","$13,582","$32,364","$35,586",64.2%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2009-2010,"$14,239","$15,712","$31,250","$34,484",63.0%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2010-2011,"$16,371","$17,773","$35,934","$39,012",58.7%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2011-2012,"$18,343","$19,305","$37,905","$39,893",54.2%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2012-2013,"$19,731","$20,345","$39,744","$40,980",52.3%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2013-2014,"$20,632","$20,967","$40,644","$41,303",50.2%
FLORIDA STATE UNIVERSITY COLLEGE OF LAW,1966,1968,PUBLIC,2014-2015,"$20,683","$20,683","$40,695","$40,695",N/A
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,1996-1997,"$3,605","$5,441","$11,501","$17,359",N/A
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,1997-1998,"$4,180","$6,165","$13,404","$19,769",N/A
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,1998-1999,"$4,466","$6,486","$15,022","$21,816",N/A
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,1999-2000,"$4,514","$6,415","$15,035","$21,368",N/A
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2000-2001,"$4,760","$6,544","$15,820","$21,749",N/A
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2001-2002,"$5,120","$6,845","$16,995","$22,722",79.0%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2002-2003,"$5,613","$7,387","$19,863","$26,142",76.2%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2003-2004,"$6,431","$8,276","$23,035","$29,644",78.0%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2004-2005,"$7,168","$8,984","$26,475","$33,182",78.3%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2005-2006,"$7,786","$9,438","$27,419","$33,238",79.2%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2006-2007,"$9,861","$11,580","$29,227","$34,322",84.2%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2007-2008,"$10,809","$12,341","$30,174","$34,452",76.8%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2008-2009,"$12,339","$13,567","$31,704","$34,860",72.0%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2009-2010,"$14,228","$15,700","$33,593","$37,069",62.0%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2010-2011,"$16,387","$17,791","$35,752","$38,815",75.4%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2011-2012,"$18,710","$19,691","$38,075","$40,072",69.5%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2012-2013,"$21,421","$22,087","$40,786","$42,055",59.4%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2013-2014,"$21,181","$21,525","$41,546","$42,220",53.2%
"UNIVERSITY OF FLORIDA, FREDRIC G. LEVIN COLLEGE OF LAW",1909,1925,PUBLIC,2014-2015,"$22,231","$22,231","$38,836","$38,836",N/A
GEORGIA STATE UNIVERSITY COLLEGE OF LAW,1982,1984,PUBLIC,1996-1997,"$3,176","$4,794","$10,402","$15,700",N/A
GEORGIA STATE UNIVERSITY COLLEGE OF LAW,1982,1984,PUBLIC,1997-1998,"$3,748","$5,528","$11,844","$17,468",N/A
GEORGIA STATE UNIVERSITY COLLEGE OF LAW,1982,1984,PUBLIC,1998-1999,"$3,132","$4,549","$12,528","$18,194",N/A
GEORGIA STATE UNIVERSITY COLLEGE OF LAW,1982,1984,PUBLIC,1999-2000,"$3,954","$5,619","$14,130","$20,082",N/A
GEORGIA STATE UNIVERSITY COLLEGE OF LAW,1982,1984,PUBLIC,2000-2001,"$4,240","$5,829","$14,800","$20,347",N/A
GEORGIA STATE UNIVERSITY COLLEGE OF LAW,1982,1984,PUBLIC,2001-2002,"$4,470","$5,976","$15,558","$20,801",84.3%
